번호,대여/반납,일시,보관소명,거치대번호,처리자
1408372,대여,2014년04월29일12시02분42초,문화촌,7,사용자
1408376,대여,2014년04월29일13시20분25초,홍은사거리,14,사용자
1408377,대여,2014년04월29일13시33분23초,홍은사거리,24,사용자
1408378,대여,2014년04월29일13시34분37초,홍은사거리,19,사용자
1408379,대여,2014년04월29일13시34분53초,홍은사거리,23,사용자
1408381,대여,2014년04월29일13시45분49초,홍은사거리,15,사용자
1408382,대여,2014년04월29일14시46분30초,홍은사거리,21,사용자
1408384,대여,2014년04월29일14시50분56초,홍은사거리,14,사용자
1408385,대여,2014년04월29일15시05분00초,홍은사거리,17,사용자
1408388,대여,2014년04월29일15시09분04초,홍은사거리,7,사용자
1408389,대여,2014년04월29일15시09분44초,홍은사거리,6,사용자
1408390,대여,2014년04월29일15시12분25초,해담는 다리,13,사용자
1408393,대여,2014년04월29일15시41분55초,증산2교,4,사용자
1408395,대여,2014년04월29일15시46분12초,해담는 다리,9,사용자
1408396,대여,2014년04월29일15시51분13초,문화촌,12,사용자
1408397,대여,2014년04월29일15시53분02초,홍은사거리,21,사용자
1408402,대여,2014년04월29일16시22분30초,사천교,8,사용자
1408403,대여,2014년04월29일16시29분53초,홍은사거리,23,사용자
1408405,대여,2014년04월29일16시42분24초,문화촌,7,사용자
1408407,대여,2014년04월29일16시49분33초,해담는 다리,3,사용자
1408409,대여,2014년04월29일16시59분08초,홍은사거리,5,사용자
1408410,대여,2014년04월29일16시59분39초,해담는 다리,10,사용자
1408411,대여,2014년04월29일17시02분35초,해담는 다리,1,사용자
1408412,대여,2014년04월29일17시02분47초,해담는 다리,12,사용자
1408413,대여,2014년04월29일17시03분03초,홍은사거리,21,사용자
1408416,대여,2014년04월29일17시09분04초,홍은사거리,23,사용자
1408418,대여,2014년04월29일17시14분26초,홍은사거리,22,사용자
1408419,대여,2014년04월29일17시16분24초,홍은사거리,20,사용자
1408421,대여,2014년04월29일17시22분33초,문화촌,3,사용자
1408424,대여,2014년04월29일17시37분30초,홍은사거리,7,사용자
1408425,대여,2014년04월29일17시38분32초,홍은사거리,24,사용자
1408426,대여,2014년04월29일17시38분42초,홍은사거리,8,사용자
1408429,대여,2014년04월29일17시42분41초,홍은사거리,21,사용자
1408437,대여,2014년04월29일18시24분12초,문화촌,9,사용자
1408438,대여,2014년04월29일18시31분21초,홍은사거리,16,사용자
1408443,대여,2014년04월29일18시54분14초,증산2교,17,사용자
1408444,대여,2014년04월29일19시00분47초,증산2교,13,사용자
1408446,대여,2014년04월29일19시37분52초,홍은사거리,11,사용자
1408447,대여,2014년04월29일19시57분54초,홍은사거리,14,사용자
1408450,대여,2014년04월29일20시00분56초,문화촌,9,사용자
1408451,대여,2014년04월29일20시01분28초,홍은사거리,20,사용자
1408452,대여,2014년04월29일20시02분42초,홍은사거리,17,사용자
1408459,대여,2014년04월30일08시09분17초,홍은사거리,10,사용자
1408481,대여,2014년04월30일09시19분36초,해담는 다리,6,관리자
1408482,대여,2014년04월30일09시20분29초,해담는 다리,14,관리자
1408483,대여,2014년04월30일09시20분35초,해담는 다리,13,관리자
1408487,대여,2014년04월30일09시44분04초,사천교,4,사용자
1408488,대여,2014년04월30일10시03분01초,해담는 다리,7,사용자
1408492,대여,2014년04월30일10시21분20초,해담는 다리,12,사용자
1408495,대여,2014년04월30일10시29분43초,문화촌,8,관리자
1408497,대여,2014년04월30일10시38분05초,증산2교,3,사용자
1408499,대여,2014년04월30일11시51분42초,해담는 다리,10,사용자
1408500,대여,2014년04월30일11시52분52초,증산2교,5,사용자
1408501,대여,2014년04월30일11시56분49초,사천교,12,사용자
1408502,대여,2014년04월30일12시01분48초,사천교,1,사용자
1408505,대여,2014년04월30일12시12분48초,홍은사거리,5,사용자
1408509,대여,2014년04월30일12시34분17초,해담는 다리,9,사용자
1408510,대여,2014년04월30일12시37분09초,홍은사거리,8,사용자
1408511,대여,2014년04월30일12시37분51초,홍은사거리,10,사용자
1408513,대여,2014년04월30일12시48분32초,문화촌,9,사용자
1408514,대여,2014년04월30일12시48분52초,증산2교,1,사용자
1408531,대여,2014년04월30일12시58분37초,홍은사거리,3,사용자
1408534,대여,2014년04월30일13시02분28초,홍은사거리,20,사용자
1408535,대여,2014년04월30일13시05분52초,해담는 다리,9,사용자
1408537,대여,2014년04월30일13시11분44초,사천교,6,사용자
1408538,대여,2014년04월30일13시12분40초,문화촌,10,사용자
1408539,대여,2014년04월30일13시14분25초,홍은사거리,3,사용자
1408540,대여,2014년04월30일13시14분43초,사천교,11,사용자
1408543,대여,2014년04월30일13시16분45초,사천교,8,사용자
1408546,대여,2014년04월30일13시18분02초,사천교,7,사용자
1408547,대여,2014년04월30일13시18분48초,홍은사거리,11,사용자
1408549,대여,2014년04월30일13시34분14초,해담는 다리,7,사용자
1408550,대여,2014년04월30일13시48분48초,해담는 다리,10,사용자
1408555,대여,2014년04월30일14시01분02초,해담는 다리,5,사용자
1408557,대여,2014년04월30일14시05분35초,홍은사거리,10,사용자
1408558,대여,2014년04월30일14시05분42초,해담는 다리,14,사용자
1408562,대여,2014년04월30일14시09분13초,해담는 다리,12,사용자
1408563,대여,2014년04월30일14시09분16초,문화촌,10,사용자
1408564,대여,2014년04월30일14시10분14초,해담는 다리,8,사용자
1408566,대여,2014년04월30일14시17분37초,문화촌,15,사용자
1408567,대여,2014년04월30일14시18분30초,홍은사거리,3,사용자
1408568,대여,2014년04월30일14시24분27초,해담는 다리,14,사용자
1408569,대여,2014년04월30일14시24분58초,해담는 다리,13,사용자
1408570,대여,2014년04월30일14시25분05초,해담는 다리,11,사용자
1408573,대여,2014년04월30일14시25분51초,해담는 다리,5,사용자
1408574,대여,2014년04월30일14시26분18초,해담는 다리,4,사용자
1408575,대여,2014년04월30일14시27분15초,해담는 다리,1,사용자
1408576,대여,2014년04월30일14시28분13초,문화촌,1,사용자
1408577,대여,2014년04월30일14시33분33초,해담는 다리,10,사용자
1408580,대여,2014년04월30일14시52분54초,사천교,8,사용자
1408582,대여,2014년04월30일14시54분17초,사천교,13,사용자
1408583,대여,2014년04월30일14시56분38초,사천교,8,사용자
1408585,대여,2014년04월30일15시08분50초,홍은사거리,16,사용자
1408586,대여,2014년04월30일15시09분19초,홍은사거리,15,사용자
1408587,대여,2014년04월30일15시13분00초,문화촌,1,사용자
1408594,대여,2014년04월30일15시21분53초,해담는 다리,5,사용자
1408595,대여,2014년04월30일15시24분50초,해담는 다리,14,사용자
1408596,대여,2014년04월30일15시24분58초,해담는 다리,10,사용자
1408598,대여,2014년04월30일15시27분28초,해담는 다리,11,사용자
1408600,대여,2014년04월30일15시35분13초,홍은사거리,12,사용자
1408601,대여,2014년04월30일15시36분55초,홍은사거리,22,사용자
1408602,대여,2014년04월30일15시37분09초,사천교,9,사용자
1408603,대여,2014년04월30일15시38분09초,홍은사거리,23,사용자
1408604,대여,2014년04월30일15시49분34초,홍은사거리,14,사용자
1408605,대여,2014년04월30일15시49분42초,홍은사거리,6,사용자
1408606,대여,2014년04월30일15시50분23초,홍은사거리,7,사용자
1408608,대여,2014년04월30일15시51분36초,해담는 다리,10,사용자
1408609,대여,2014년04월30일15시52분16초,홍은사거리,17,사용자
1408610,대여,2014년04월30일15시52분34초,문화촌,11,사용자
1408613,대여,2014년04월30일15시53분40초,홍은사거리,21,사용자
1408614,대여,2014년04월30일15시53분50초,해담는 다리,13,사용자
1408615,대여,2014년04월30일15시54분35초,해담는 다리,12,사용자
1408617,대여,2014년04월30일15시55분47초,홍은사거리,8,사용자
1408618,대여,2014년04월30일16시02분31초,해담는 다리,8,사용자
1408621,대여,2014년04월30일16시12분12초,해담는 다리,4,사용자
1408626,대여,2014년04월30일16시35분08초,사천교,1,사용자
1408627,대여,2014년04월30일16시36분30초,홍은사거리,21,사용자
1408629,대여,2014년04월30일16시39분46초,사천교,6,사용자
1408630,대여,2014년04월30일16시40분51초,사천교,12,사용자
1408631,대여,2014년04월30일16시45분19초,해담는 다리,7,사용자
1408633,대여,2014년04월30일16시58분51초,해담는 다리,11,사용자
1408637,대여,2014년04월30일17시12분56초,해담는 다리,12,사용자
1408639,대여,2014년04월30일17시17분45초,홍은사거리,9,사용자
1408640,대여,2014년04월30일17시21분47초,해담는 다리,12,사용자
1408643,대여,2014년04월30일17시32분19초,해담는 다리,10,사용자
1408645,대여,2014년04월30일17시38분17초,사천교,5,사용자
1408647,대여,2014년04월30일17시39분19초,홍은사거리,10,사용자
1408649,대여,2014년04월30일17시41분11초,사천교,14,사용자
1408650,대여,2014년04월30일17시41분22초,홍은사거리,23,사용자
1408653,대여,2014년04월30일17시43분38초,해담는 다리,12,사용자
1408658,대여,2014년04월30일17시50분23초,해담는 다리,13,사용자
1408659,대여,2014년04월30일17시50분49초,문화촌,11,사용자
1408660,대여,2014년04월30일17시54분08초,문화촌,10,사용자
1408666,대여,2014년04월30일18시03분23초,해담는 다리,9,사용자
1408667,대여,2014년04월30일18시04분42초,해담는 다리,7,사용자
1408668,대여,2014년04월30일18시05분47초,홍은사거리,17,사용자
1408669,대여,2014년04월30일18시05분49초,문화촌,12,사용자
1408670,대여,2014년04월30일18시06분11초,홍은사거리,11,사용자
1408671,대여,2014년04월30일18시08분36초,해담는 다리,14,사용자
1408672,대여,2014년04월30일18시09분10초,해담는 다리,11,사용자
1408673,대여,2014년04월30일18시09분14초,해담는 다리,10,사용자
1408674,대여,2014년04월30일18시09분31초,문화촌,9,사용자
1408677,대여,2014년04월30일18시33분26초,사천교,14,사용자
1408678,대여,2014년04월30일18시38분20초,홍은사거리,21,사용자
1408683,대여,2014년04월30일18시50분20초,홍은사거리,7,사용자
1408688,대여,2014년04월30일19시09분05초,홍은사거리,9,사용자
1408689,대여,2014년04월30일19시09분54초,홍은사거리,14,사용자
1408691,대여,2014년04월30일19시15분01초,홍은사거리,24,사용자
1408693,대여,2014년04월30일19시18분23초,사천교,5,사용자
1408695,대여,2014년04월30일19시19분48초,사천교,16,사용자
1408699,대여,2014년04월30일19시28분31초,사천교,8,사용자
1408700,대여,2014년04월30일19시31분38초,증산2교,8,사용자
1408703,대여,2014년04월30일19시45분34초,사천교,16,사용자
1408705,대여,2014년04월30일19시48분04초,해담는 다리,14,사용자
1408706,대여,2014년04월30일19시51분46초,증산2교,20,사용자
1408707,대여,2014년04월30일19시52분32초,문화촌,5,사용자
1408708,대여,2014년04월30일19시53분28초,해담는 다리,11,사용자
1408712,대여,2014년04월30일20시02분44초,증산2교,10,사용자
1408713,대여,2014년04월30일20시04분01초,홍은사거리,9,사용자
1408714,대여,2014년04월30일20시04분16초,문화촌,15,사용자
1408715,대여,2014년04월30일20시05분35초,홍은사거리,11,사용자
1408716,대여,2014년04월30일20시06분13초,홍은사거리,12,사용자
1408717,대여,2014년04월30일20시07분08초,홍은사거리,7,사용자
1408718,대여,2014년04월30일20시07분17초,홍은사거리,15,사용자
1408721,대여,2014년04월30일20시08분58초,홍은사거리,16,사용자
1408744,대여,2014년05월01일07시11분15초,해담는 다리,10,사용자
1408745,대여,2014년05월01일07시49분18초,해담는 다리,9,사용자
1408746,대여,2014년05월01일08시16분21초,사천교,12,사용자
1408747,대여,2014년05월01일08시18분02초,해담는 다리,12,사용자
1408751,대여,2014년05월01일09시35분39초,증산2교,4,관리자
1408753,대여,2014년05월01일09시40분33초,해담는 다리,14,사용자
1408754,대여,2014년05월01일09시41분13초,문화촌,9,사용자
1408755,대여,2014년05월01일09시43분32초,문화촌,6,사용자
1408756,대여,2014년05월01일09시44분24초,문화촌,16,사용자
1408759,대여,2014년05월01일10시10분32초,해담는 다리,7,사용자
1408760,대여,2014년05월01일10시12분00초,문화촌,3,관리자
1408763,대여,2014년05월01일10시13분06초,문화촌,7,관리자
1408766,대여,2014년05월01일10시23분39초,홍은사거리,13,관리자
1408767,대여,2014년05월01일10시23분54초,홍은사거리,14,관리자
1408768,대여,2014년05월01일10시27분49초,해담는 다리,12,사용자
1408771,대여,2014년05월01일10시47분09초,홍은사거리,10,사용자
1408773,대여,2014년05월01일10시57분46초,문화촌,8,사용자
1408775,대여,2014년05월01일11시00분29초,홍은사거리,11,사용자
1408776,대여,2014년05월01일11시04분37초,홍은사거리,21,사용자
1408777,대여,2014년05월01일11시04분45초,해담는 다리,7,사용자
1408778,대여,2014년05월01일11시07분22초,홍은사거리,9,사용자
1408785,대여,2014년05월01일11시08분38초,홍은사거리,13,사용자
1408786,대여,2014년05월01일11시09분29초,증산2교,12,사용자
1408787,대여,2014년05월01일11시10분12초,증산2교,8,사용자
1408789,대여,2014년05월01일11시14분59초,해담는 다리,11,사용자
1408790,대여,2014년05월01일11시19분29초,홍은사거리,23,사용자
1408791,대여,2014년05월01일11시20분07초,홍은사거리,15,사용자
1408794,대여,2014년05월01일11시36분32초,홍은사거리,20,사용자
1408796,대여,2014년05월01일11시37분40초,사천교,15,사용자
1408798,대여,2014년05월01일11시39분35초,홍은사거리,7,사용자
1408799,대여,2014년05월01일11시44분23초,해담는 다리,13,사용자
1408800,대여,2014년05월01일11시46분43초,증산2교,4,사용자
1408801,대여,2014년05월01일11시51분03초,홍은사거리,5,사용자
1408803,대여,2014년05월01일12시10분52초,사천교,5,사용자
1408805,대여,2014년05월01일12시14분55초,증산2교,2,사용자
1408806,대여,2014년05월01일12시15분45초,사천교,6,사용자
1408808,대여,2014년05월01일12시17분41초,증산2교,10,사용자
1408809,대여,2014년05월01일12시19분30초,사천교,10,사용자
1408811,대여,2014년05월01일12시21분37초,문화촌,9,사용자
1408815,대여,2014년05월01일12시29분50초,홍은사거리,23,사용자
1408817,대여,2014년05월01일12시38분19초,해담는 다리,5,사용자
1408818,대여,2014년05월01일12시39분11초,해담는 다리,13,사용자
1408821,대여,2014년05월01일12시42분46초,증산2교,17,사용자
1408822,대여,2014년05월01일12시43분37초,증산2교,18,사용자
1408823,대여,2014년05월01일12시53분53초,증산2교,13,사용자
1408824,대여,2014년05월01일12시55분30초,사천교,5,사용자
1408825,대여,2014년05월01일12시55분36초,홍은사거리,12,사용자
1408826,대여,2014년05월01일12시57분39초,해담는 다리,7,사용자
1408829,대여,2014년05월01일13시00분23초,증산2교,5,사용자
1408830,대여,2014년05월01일13시01분09초,사천교,3,사용자
1408832,대여,2014년05월01일13시08분00초,해담는 다리,14,사용자
1408833,대여,2014년05월01일13시08분28초,증산2교,2,사용자
1408834,대여,2014년05월01일13시12분53초,문화촌,9,사용자
1408835,대여,2014년05월01일13시13분40초,문화촌,11,사용자
1408836,대여,2014년05월01일13시14분31초,문화촌,16,사용자
1408838,대여,2014년05월01일13시17분28초,홍은사거리,24,사용자
1408839,대여,2014년05월01일13시18분38초,홍은사거리,1,사용자
1408843,대여,2014년05월01일13시23분03초,해담는 다리,11,사용자
1408844,대여,2014년05월01일13시24분01초,해담는 다리,13,사용자
1408845,대여,2014년05월01일13시24분28초,홍은사거리,21,사용자
1408846,대여,2014년05월01일13시31분31초,홍은사거리,17,사용자
1408847,대여,2014년05월01일13시32분07초,해담는 다리,14,사용자
1408851,대여,2014년05월01일13시35분44초,문화촌,7,사용자
1408852,대여,2014년05월01일13시36분24초,문화촌,9,사용자
1408853,대여,2014년05월01일13시37분54초,사천교,13,사용자
1408854,대여,2014년05월01일13시48분24초,문화촌,11,사용자
1408858,대여,2014년05월01일13시52분19초,문화촌,8,사용자
1408860,대여,2014년05월01일14시01분11초,문화촌,7,사용자
1408861,대여,2014년05월01일14시08분41초,홍은사거리,7,사용자
1408863,대여,2014년05월01일14시09분56초,홍은사거리,22,사용자
1408866,대여,2014년05월01일14시10분27초,홍은사거리,12,사용자
1408867,대여,2014년05월01일14시10분33초,홍은사거리,8,사용자
1408868,대여,2014년05월01일14시11분22초,홍은사거리,10,사용자
1408870,대여,2014년05월01일14시11분57초,홍은사거리,12,사용자
1408872,대여,2014년05월01일14시13분20초,홍은사거리,13,사용자
1408877,대여,2014년05월01일14시17분11초,홍은사거리,7,사용자
1408878,대여,2014년05월01일14시17분24초,문화촌,3,사용자
1408882,대여,2014년05월01일14시19분32초,홍은사거리,20,사용자
1408883,대여,2014년05월01일14시19분39초,홍은사거리,14,사용자
1408884,대여,2014년05월01일14시23분27초,홍은사거리,6,사용자
1408885,대여,2014년05월01일14시27분42초,사천교,5,사용자
1408886,대여,2014년05월01일14시29분10초,사천교,18,사용자
1408888,대여,2014년05월01일14시30분23초,사천교,7,사용자
1408889,대여,2014년05월01일14시31분59초,홍은사거리,7,사용자
1408891,대여,2014년05월01일14시37분32초,홍은사거리,13,사용자
1408892,대여,2014년05월01일14시38분47초,해담는 다리,8,사용자
1408896,대여,2014년05월01일14시43분51초,해담는 다리,11,사용자
1408897,대여,2014년05월01일14시44분20초,홍은사거리,13,사용자
1408899,대여,2014년05월01일14시47분38초,홍은사거리,13,사용자
1408900,대여,2014년05월01일14시48분03초,사천교,7,사용자
1408902,대여,2014년05월01일14시52분55초,사천교,7,사용자
1408905,대여,2014년05월01일15시06분33초,해담는 다리,14,사용자
1408907,대여,2014년05월01일15시09분27초,사천교,4,사용자
1408908,대여,2014년05월01일15시11분59초,홍은사거리,13,사용자
1408909,대여,2014년05월01일15시12분58초,사천교,8,사용자
1408910,대여,2014년05월01일15시15분01초,문화촌,12,사용자
1408912,대여,2014년05월01일15시15분49초,문화촌,3,사용자
1408913,대여,2014년05월01일15시16분39초,사천교,14,사용자
1408917,대여,2014년05월01일15시22분21초,홍은사거리,21,사용자
1408918,대여,2014년05월01일15시22분28초,홍은사거리,23,사용자
1408925,대여,2014년05월01일15시31분24초,홍은사거리,10,사용자
1408926,대여,2014년05월01일15시31분50초,사천교,10,사용자
1408927,대여,2014년05월01일15시32분15초,해담는 다리,11,사용자
1408928,대여,2014년05월01일15시32분28초,해담는 다리,12,사용자
1408930,대여,2014년05월01일15시35분08초,사천교,6,사용자
1408931,대여,2014년05월01일15시35분14초,해담는 다리,14,사용자
1408935,대여,2014년05월01일15시41분34초,홍은사거리,10,사용자
1408937,대여,2014년05월01일15시42분47초,문화촌,7,사용자
1408939,대여,2014년05월01일15시43분55초,해담는 다리,8,사용자
1408940,대여,2014년05월01일15시44분54초,홍은사거리,14,사용자
1408941,대여,2014년05월01일15시45분09초,홍은사거리,20,사용자
1408942,대여,2014년05월01일15시45분52초,해담는 다리,14,사용자
1408943,대여,2014년05월01일15시47분28초,사천교,10,사용자
1408946,대여,2014년05월01일16시03분10초,사천교,13,사용자
1408950,대여,2014년05월01일16시16분46초,문화촌,7,사용자
1408955,대여,2014년05월01일16시31분49초,홍은사거리,24,사용자
1408959,대여,2014년05월01일16시39분05초,홍은사거리,7,사용자
1408961,대여,2014년05월01일16시41분20초,사천교,6,사용자
1408964,대여,2014년05월01일16시42분41초,문화촌,6,사용자
1408965,대여,2014년05월01일16시44분07초,문화촌,10,사용자
1408973,대여,2014년05월01일16시55분12초,해담는 다리,9,사용자
1408974,대여,2014년05월01일16시56분15초,홍은사거리,13,사용자
1408977,대여,2014년05월01일16시59분21초,해담는 다리,11,사용자
1408978,대여,2014년05월01일17시00분12초,사천교,3,사용자
1408979,대여,2014년05월01일17시00분52초,문화촌,10,사용자
1408981,대여,2014년05월01일17시02분36초,홍은사거리,14,사용자
1408982,대여,2014년05월01일17시03분02초,문화촌,7,사용자
1408984,대여,2014년05월01일17시07분16초,홍은사거리,13,사용자
1408985,대여,2014년05월01일17시08분22초,홍은사거리,12,사용자
1408986,대여,2014년05월01일17시08분41초,홍은사거리,14,사용자
1408987,대여,2014년05월01일17시09분07초,해담는 다리,14,사용자
1408988,대여,2014년05월01일17시11분52초,해담는 다리,5,사용자
1408991,대여,2014년05월01일17시12분36초,해담는 다리,12,사용자
1408994,대여,2014년05월01일17시15분15초,홍은사거리,12,사용자
1408996,대여,2014년05월01일17시19분04초,해담는 다리,7,사용자
1408997,대여,2014년05월01일17시19분24초,홍은사거리,13,사용자
1408998,대여,2014년05월01일17시24분14초,홍은사거리,12,사용자
1408999,대여,2014년05월01일17시36분00초,홍은사거리,14,사용자
1409003,대여,2014년05월01일17시42분47초,증산2교,2,사용자
1409004,대여,2014년05월01일17시44분33초,증산2교,10,사용자
1409006,대여,2014년05월01일17시51분34초,문화촌,10,사용자
1409014,대여,2014년05월01일17시59분03초,문화촌,9,사용자
1409016,대여,2014년05월01일18시00분57초,홍은사거리,24,사용자
1409018,대여,2014년05월01일18시01분34초,홍은사거리,23,사용자
1409019,대여,2014년05월01일18시02분10초,해담는 다리,11,사용자
1409020,대여,2014년05월01일18시02분23초,홍은사거리,11,사용자
1409022,대여,2014년05월01일18시03분15초,증산2교,19,사용자
1409023,대여,2014년05월01일18시03분18초,홍은사거리,15,사용자
1409028,대여,2014년05월01일18시08분39초,홍은사거리,10,사용자
1409030,대여,2014년05월01일18시09분59초,홍은사거리,23,사용자
1409031,대여,2014년05월01일18시10분47초,홍은사거리,14,사용자
1409034,대여,2014년05월01일18시13분15초,홍은사거리,22,사용자
1409037,대여,2014년05월01일18시22분06초,홍은사거리,17,사용자
1409041,대여,2014년05월01일18시34분51초,홍은사거리,14,사용자
1409043,대여,2014년05월01일18시35분28초,문화촌,10,사용자
1409044,대여,2014년05월01일18시37분55초,문화촌,3,사용자
1409047,대여,2014년05월01일18시40분15초,문화촌,3,사용자
1409048,대여,2014년05월01일18시41분52초,사천교,3,사용자
1409050,대여,2014년05월01일18시45분10초,문화촌,16,사용자
1409051,대여,2014년05월01일18시46분24초,문화촌,9,사용자
1409052,대여,2014년05월01일18시59분50초,사천교,4,사용자
1409053,대여,2014년05월01일19시00분40초,사천교,1,사용자
1409055,대여,2014년05월01일19시02분58초,사천교,13,사용자
1409056,대여,2014년05월01일19시03분36초,해담는 다리,2,사용자
1409058,대여,2014년05월01일19시03분46초,해담는 다리,11,사용자
1409061,대여,2014년05월01일19시07분52초,해담는 다리,13,사용자
1409062,대여,2014년05월01일19시10분33초,증산2교,19,사용자
1409067,대여,2014년05월01일19시21분36초,홍은사거리,17,사용자
1409068,대여,2014년05월01일19시22분57초,홍은사거리,22,사용자
1409069,대여,2014년05월01일19시24분48초,홍은사거리,20,사용자
1409072,대여,2014년05월01일19시30분11초,문화촌,6,사용자
1409079,대여,2014년05월01일19시36분55초,홍은사거리,22,사용자
1409083,대여,2014년05월01일19시37분44초,홍은사거리,21,사용자
1409084,대여,2014년05월01일19시38분33초,홍은사거리,17,사용자
1409085,대여,2014년05월01일19시39분14초,사천교,9,사용자
1409089,대여,2014년05월01일19시46분44초,해담는 다리,7,사용자
1409090,대여,2014년05월01일19시47분24초,해담는 다리,9,사용자
1409093,대여,2014년05월01일19시53분41초,증산2교,12,사용자
1409094,대여,2014년05월01일19시55분11초,해담는 다리,13,사용자
1409097,대여,2014년05월01일20시03분54초,홍은사거리,22,사용자
1409114,대여,2014년05월02일07시36분35초,해담는 다리,7,사용자
1409115,대여,2014년05월02일07시41분08초,해담는 다리,5,사용자
1409117,대여,2014년05월02일07시43분01초,해담는 다리,2,사용자
1409118,대여,2014년05월02일08시06분50초,사천교,4,사용자
1409124,대여,2014년05월02일08시59분25초,증산2교,5,사용자
1409125,대여,2014년05월02일09시15분09초,사천교,2,사용자
1409127,대여,2014년05월02일09시16분42초,사천교,11,사용자
1409129,대여,2014년05월02일09시18분20초,사천교,8,사용자
1409130,대여,2014년05월02일09시24분47초,해담는 다리,5,관리자
1409131,대여,2014년05월02일09시25분39초,해담는 다리,1,관리자
1409132,대여,2014년05월02일09시29분07초,증산2교,4,관리자
1409134,대여,2014년05월02일09시46분08초,홍은사거리,11,관리자
1409138,대여,2014년05월02일09시50분07초,홍은사거리,13,관리자
1409140,대여,2014년05월02일09시53분33초,홍은사거리,8,관리자
1409141,대여,2014년05월02일09시53분33초,홍은사거리,9,관리자
1409144,대여,2014년05월02일10시11분16초,홍은사거리,17,사용자
1409145,대여,2014년05월02일10시12분31초,사천교,12,사용자
1409148,대여,2014년05월02일10시14분55초,사천교,3,사용자
1409149,대여,2014년05월02일10시15분08초,홍은사거리,15,사용자
1409150,대여,2014년05월02일10시22분36초,사천교,2,관리자
1409151,대여,2014년05월02일10시30분59초,사천교,4,사용자
1409153,대여,2014년05월02일10시33분39초,사천교,6,사용자
1409154,대여,2014년05월02일10시34분28초,홍은사거리,13,사용자
1409155,대여,2014년05월02일10시34분40초,홍은사거리,10,사용자
1409156,대여,2014년05월02일10시43분28초,문화촌,11,사용자
1409157,대여,2014년05월02일10시51분36초,증산2교,10,사용자
1409160,대여,2014년05월02일11시07분06초,홍은사거리,6,사용자
1409161,대여,2014년05월02일11시07분45초,홍은사거리,3,사용자
1409162,대여,2014년05월02일11시08분58초,홍은사거리,20,사용자
1409163,대여,2014년05월02일11시31분10초,홍은사거리,21,사용자
1409164,대여,2014년05월02일11시33분57초,증산2교,2,사용자
1409165,대여,2014년05월02일11시44분13초,홍은사거리,4,사용자
1409166,대여,2014년05월02일11시46분09초,홍은사거리,22,사용자
1409168,대여,2014년05월02일12시03분27초,홍은사거리,24,사용자
1409169,대여,2014년05월02일12시05분39초,홍은사거리,14,사용자
1409171,대여,2014년05월02일12시06분44초,홍은사거리,5,사용자
1409174,대여,2014년05월02일12시08분14초,홍은사거리,23,사용자
1409175,대여,2014년05월02일12시08분40초,홍은사거리,22,사용자
1409176,대여,2014년05월02일12시08분44초,홍은사거리,4,사용자
1409180,대여,2014년05월02일12시20분30초,문화촌,5,사용자
1409181,대여,2014년05월02일12시21분11초,문화촌,11,사용자
1409182,대여,2014년05월02일12시22분10초,홍은사거리,20,사용자
1409183,대여,2014년05월02일12시22분38초,홍은사거리,23,사용자
1409184,대여,2014년05월02일12시26분40초,증산2교,18,사용자
1409188,대여,2014년05월02일12시45분59초,해담는 다리,8,사용자
1409190,대여,2014년05월02일12시48분06초,증산2교,20,사용자
1409191,대여,2014년05월02일12시53분42초,홍은사거리,22,사용자
1409192,대여,2014년05월02일12시53분59초,증산2교,3,사용자
1409193,대여,2014년05월02일12시54분44초,홍은사거리,10,사용자
1409194,대여,2014년05월02일13시00분36초,증산2교,13,사용자
1409197,대여,2014년05월02일13시02분09초,증산2교,19,사용자
1409198,대여,2014년05월02일13시03분08초,해담는 다리,13,사용자
1409199,대여,2014년05월02일13시03분38초,증산2교,8,사용자
1409200,대여,2014년05월02일13시06분18초,사천교,10,사용자
1409203,대여,2014년05월02일13시10분07초,증산2교,19,사용자
1409204,대여,2014년05월02일13시12분27초,홍은사거리,15,사용자
1409207,대여,2014년05월02일13시22분38초,사천교,8,사용자
1409209,대여,2014년05월02일13시24분53초,홍은사거리,20,사용자
1409210,대여,2014년05월02일13시25분06초,사천교,3,사용자
1409212,대여,2014년05월02일13시25분53초,홍은사거리,24,사용자
1409213,대여,2014년05월02일13시27분05초,사천교,6,사용자
1409214,대여,2014년05월02일13시29분29초,증산2교,2,사용자
1409215,대여,2014년05월02일13시35분26초,홍은사거리,12,사용자
1409219,대여,2014년05월02일13시38분19초,사천교,2,사용자
1409224,대여,2014년05월02일13시54분53초,홍은사거리,23,사용자
1409226,대여,2014년05월02일13시58분10초,홍은사거리,12,사용자
1409227,대여,2014년05월02일13시59분21초,해담는 다리,8,사용자
1409231,대여,2014년05월02일14시01분34초,홍은사거리,22,사용자
1409236,대여,2014년05월02일14시05분52초,해담는 다리,5,사용자
1409239,대여,2014년05월02일14시09분01초,해담는 다리,3,사용자
1409240,대여,2014년05월02일14시09분23초,해담는 다리,4,사용자
1409242,대여,2014년05월02일14시10분41초,홍은사거리,7,사용자
1409243,대여,2014년05월02일14시11분16초,사천교,14,사용자
1409245,대여,2014년05월02일14시12분49초,사천교,8,사용자
1409246,대여,2014년05월02일14시13분24초,홍은사거리,23,사용자
1409247,대여,2014년05월02일14시17분24초,홍은사거리,12,사용자
1409248,대여,2014년05월02일14시17분45초,증산2교,20,사용자
